ORG_COPPER_NAME,ORG_COPPER_ID,ORG_WEBSITE,STAGE,COPPER_LINK,STATUS
Delinuts b.v.,38239243,delinuts.nl/nl-nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/38239243,Open
CPM Europe B.V.,29263173,cpmeurope.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/29263173,Lost
ZEEMAN TEXTIEL SUPERS B.V.,31088101,zeeman.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/31088101,Open
Xenos b.v.,33557633,xenos.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/33557633,Abandoned
Ferrini b.v.,21900857,q1905.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/21900857,Won
Harting-Bank,52290667,newsroom.tele2.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52290667,Open
AVK Plastics B.V.,46134587,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46134587,Open
Becton Dickinson NV,52643303,NULL,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52643303,Open
Esra Intern Transport B.V,37535885,esra.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37535885,Abandoned
Lowlander beer Co B.V.,23635064,lowlander-beer.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/23635064,Abandoned
Channel Engine,58416004,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/58416004,Open
Tecnotion B.V.,11708080,tecnotion.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/11708080,Open
Wappy kitten,55898530,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55898530,Open
DS Global Trading,28059907,eurasiapartner.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/28059907,Won
Going Kolombo,33648998,goingkolombo.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/33648998,Abandoned
Lemahieu Group nv,53180650,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/53180650,Open
Syngenta,47142039,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47142039,Lost
Homestock B.V.,51906878,homestock.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51906878,Open
Sligro food group nederland b.v.,27724083,ligro.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/27724083,Abandoned
Hubs B.V.,52521048,3dhubs.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52521048,Won
WinnerChoice,28138609,innerchoice.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/28138609,Abandoned
Royal Brinkman,25146278,royalbrinkman.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/25146278,Lost
Hakvoort Professional B.V.,20929136,hakpro.nl,7 - Growth (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/20929136,Won
Brand Loyalty,13323834,brandloyalty-int.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13323834,Open
New Voc,23157245,google.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/23157245,Won
Promofabriek,31059504,promofabriek.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/31059504,Abandoned
Metel b.v.,17563337,metel.nl,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/17563337,Open
Hemi B.V.,36390229,hemi.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36390229,Open
Camec sarl,49151800,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/49151800,Lost
JeCo Trading,20931002,jecotrading.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/20931002,Abandoned
VAN LEEUWEN BUIZEN BELGIE - VAN LEEUWEN TUBES BELGIQUE,40572644,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40572644,Lost
Kuehne +Heitz B.V.,49240547,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49240547,Open
De Proft-Schouppe BVBA,52809062,dpswood.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52809062,Abandoned
Forza refurbished,27895589,forza-refurbished.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/27895589,Lost
Grimad,57371835,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57371835,Open
Tereos France,51649509,ereos.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51649509,Abandoned
Q1 Installatie B.V.,56054949,q1sanitair.nl,7 - Growth (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56054949,Won
Moba B.V.,50192053,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50192053,Open
Maars Partitioning Systems B.V.,50527185,maars.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50527185,Open
Staay Food Group,56410186,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/56410186,Open
Nickytoy,56823412,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56823412,Abandoned
Imres b.v.,47142073,imres.nl,7 - Growth (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47142073,Open
Toko Lien,31059258,tokolien.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/31059258,Abandoned
Hod Electronics,13174012,hod-electronics.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13174012,Abandoned
Klupp Sportswear B.V.,32086138,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/32086138,Lost
Raxtar,33636559,afternic.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/33636559,Lost
Dispolab Nederland B.V.,13414327,dispolab.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13414327,Lost
Sin Wah Foods B.V.,38905659,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/38905659,Open
Bess trade b.v.,39229314,besstrade.eu,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/39229314,Abandoned
Ideal Fibres & Fabrics Wielsbeke,38401812,tessutica.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/38401812,Open
Luiten Food,55407260,NULL,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55407260,Lost
Betech Group B.V.,45886125,betech.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/45886125,Open
SKM,36969420,skm.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36969420,Lost
Tata Steel IJmuiden B.V.,49867077,tatasteeleurope.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/49867077,Lost
Gorse Lodge Ltd,54287400,NULL,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54287400,Won
Zuiver B.V.,31233335,zuiver.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/31233335,Open
Datona,14063828,datona.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/14063828,Abandoned
NULL,54284328,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54284328,Abandoned
Domo Sports Grass,53994747,domosportsgrass.com,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/53994747,Abandoned
Amadea Technologies B.V.,11252952,amadeatechnologies.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/11252952,Open
Frutex SAS / Zamagro SRL,56600548,NULL,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56600548,Abandoned
Fun promotion B.V.,26557260,funpromotion.nl,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/26557260,Lost
Trigon Food B.V.,26655785,trigon-food.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/26655785,Open
CSR-Holland B.V.,55076572,NULL,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55076572,Won
FEILO SYLVANIA NETHERLANDS B.V.,37530269,sylvania-lighting.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/37530269,Lost
BABYLONIA,39831620,babylonia.eu,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/39831620,Abandoned
Jabeco b.v.,48546460,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/48546460,Lost
AMAWELA GmbH,39280855,amawela.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/39280855,Open
Primo Foods,56394652,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/56394652,Lost
Parthen,58415391,NULL,5 - On-boarding (S+CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/58415391,Open
Zwart Techniek B.V.,50212535,zwarttechniek.nl/over-zwart-techniek,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50212535,Open
NULL,54385262,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54385262,Open
Groenendijk Bedrijfskleding,28112504,NULL,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/28112504,Won
Deckers Benelux B.V.,52231069,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52231069,Open
NULL,NULL,NULL,NULL,NULL,Lost
NULL,NULL,NULL,NULL,NULL,Open
NULL,NULL,NULL,NULL,NULL,Open
NULL,NULL,NULL,NULL,NULL,Open
NULL,NULL,NULL,NULL,NULL,Abandoned
NULL,NULL,NULL,NULL,NULL,Abandoned
NULL,NULL,NULL,NULL,NULL,Lost
NULL,NULL,NULL,NULL,NULL,Lost
NULL,NULL,NULL,NULL,NULL,Lost
NULL,NULL,NULL,NULL,NULL,Abandoned
NULL,NULL,NULL,NULL,NULL,Lost
NULL,NULL,NULL,NULL,NULL,Abandoned
Klasmann Deilmann,40475768,klasmann-deilmann.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40475768,Abandoned
Happybird,13562643,happybird.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13562643,Lost
F&F Verpakkingen,44453914,fenfverpakkingen.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44453914,Open
Pseurope,57623981,pseurope.be,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57623981,Open
Rotie b.v.,43733227,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/43733227,Abandoned
Delft profielen,13843026,vandelftprofielen.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13843026,Lost
The Balta Group,48232845,baltagroup.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/48232845,Abandoned
Calitex,40575635,NULL,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40575635,Won
Goedegebuure deco b.v.,22093276,goedegebuure-deco.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/22093276,Abandoned
Nieuw Deco B.V.,52900142,nieuwdeco.com/en/about-nieuwdeco-2,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52900142,Abandoned
Damen shipyards,49786471,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/49786471,Open
fn global meat,57286561,fnglobalmeat.com  ,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57286561,Open
Jacob Company bv,52558900,jacob-company.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52558900,Open
Schockemöhle sports GmbH,45945588,chockemoehle-sports.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/45945588,Open
Zenotex,37357809,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37357809,Lost
The Merchandise Club,57399200,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57399200,Open
We Look Ahead B.V.,52496108,hairpomades.com/nl_NL/contactu,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52496108,Open
Connect Products,34158711,connectproducts.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/34158711,Won
Hethon Netherlands B.V.,44661755,hethon.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44661755,Lost
MLS,38401592,mls.be,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/38401592,Abandoned
Chugoku Paints B.V.,58247881,cmp-chugoku.com/global.html,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/58247881,Open
Champi-Mer B.V.,55076566,NULL,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55076566,Won
Tricorp B.V,50628223,NULL,5 - On-boarding (S+CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50628223,Open
Logitech Europe S.A.,21636490,logitech.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/21636490,Open
Braden-Europe B.V.,44709832,braden.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/44709832,Abandoned
Dimensio Verpakkingen B.V.,47137271,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/47137271,Open
Henry Schein Services GmbH,48873735,henryschein.de,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/48873735,Open
HAVEP B.V.,37274979,havep.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37274979,Open
Koleda professional led solutions,14082802,koledo.eu,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/14082802,Lost
SSI SCHAFER,40102130,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40102130,Lost
Healthy products,36492403,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/36492403,Abandoned
Van der Valk systems,14084697,valksystemen.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/14084697,Open
Jimmy Joy B.V.,44295562,jimmyjoy.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44295562,Lost
Adventure Bags,26587210,adventure-bags.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/26587210,Abandoned
House of Hermeta,51675426,hermeta.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/51675426,Abandoned
VDL PMB-UVA B.V.,36332538,uva-packaging.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36332538,Open
treepar,13233999,treepar.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13233999,Lost
Star Sock,25254798,starsock.nl,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/25254798,Abandoned
Tetra Pak Cheese & Powder Systems B.V.,51964795,tetrapak.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51964795,Abandoned
SLV Nederland,21465765,lv.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/21465765,Open
Greif nederland b.v.,22931467,greif.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/22931467,Lost
